produto,quantidade_produzida_kgs,valor_venda_medio,receita_total,custo_kg
morango,120.88,11.93,1441.48,7.87
milho,183.14,17.15,3140.87,2.97
trigo,55.88,19.71,1101.46,9.51
melão,182.42,15.42,2813.18,6.44
pimentão,98.7,10.56,1042.52,8.57
melancia,85.96,24.81,2133.01,6.37
abacaxi,142.6,12.36,1761.83,2.98
trigo,127.24,11.25,1431.68,8.34
cenoura,37.9,10.35,392.29,7.65
abobrinha,187.66,15.68,2942.92,13.58
arroz,157.78,17.67,2788.48,6.83
abacaxi,49.51,11.75,581.76,6.28
tomate,26.1,18.03,470.56,12.32
morango,113.46,20.74,2353.45,14.32
trigo,141.91,14.01,1988.5,4.02
trigo,30.44,21.46,653.2,5.0
tomate,92.0,23.23,2136.8,6.58
melão,134.47,21.81,2933.01,7.06
arroz,109.54,9.1,996.88,4.45
arroz,35.67,6.84,244.15,2.98
abacaxi,172.99,15.22,2633.28,6.81
pimentão,186.68,11.31,2110.69,7.12
melão,129.71,10.31,1337.64,8.2
batata,26.01,5.34,138.89,4.3
cenoura,34.18,18.46,631.04,8.05
soja,143.77,15.06,2165.46,12.42
trigo,116.86,10.72,1253.26,9.83
morango,110.37,23.69,2615.22,2.21
arroz,94.6,20.86,1973.36,14.06
melancia,177.65,10.11,1796.84,6.33
melão,35.62,7.1,252.99,4.3
cenoura,152.62,23.58,3598.03,12.25
abobrinha,163.53,14.9,2435.8,12.88
cenoura,46.74,15.0,701.13,2.76
alface,17.56,20.14,353.65,14.05
alface,27.65,17.38,480.56,5.03
milho,130.89,19.1,2499.48,7.12
morango,14.58,7.75,113.02,5.0
milho,40.52,20.15,816.51,12.15
melancia,15.39,9.48,145.93,3.79
milho,8.95,23.71,212.26,4.37
cenoura,184.05,13.92,2561.85,8.36
cenoura,55.56,19.81,1100.56,17.41
alface,116.93,5.71,668.09,4.21
soja,92.26,13.19,1216.83,5.38
feijão,52.03,16.58,862.58,13.35
soja,194.17,11.78,2286.97,11.21
abacaxi,84.95,14.67,1246.23,5.93
morango,15.56,21.75,338.44,8.96
tomate,114.58,8.29,950.03,4.26
abacaxi,94.78,6.08,576.53,4.67
cenoura,9.86,18.96,186.99,3.95
melão,117.98,10.13,1195.29,2.07
abacaxi,123.79,16.13,1997.0,10.18
pimentão,120.41,9.74,1172.98,8.7
milho,89.1,8.38,746.87,6.57
cenoura,190.19,12.01,2284.25,9.75
soja,38.39,17.72,680.06,6.89
soja,192.77,20.2,3893.23,3.12
feijão,166.46,18.97,3157.36,14.46
milho,130.47,15.32,1999.0,5.82
abobrinha,141.65,14.92,2113.23,4.45
morango,111.24,5.23,581.25,2.19
pimentão,36.58,13.17,481.61,6.82
melancia,107.96,15.14,1634.76,13.21
milho,94.24,14.97,1411.22,6.02
cenoura,102.16,15.37,1570.07,9.82
pimentão,194.88,23.34,4547.7,14.04
pimentão,125.18,23.17,2899.9,5.12
batata,148.64,24.15,3589.99,7.92
abobrinha,47.19,19.35,913.2,18.7
melancia,83.73,22.69,1900.18,16.89
melão,146.31,5.74,839.16,4.73
cenoura,1.18,17.82,21.02,11.95
abobrinha,95.61,12.11,1157.53,6.22
melancia,73.69,21.06,1551.96,15.88
abacaxi,7.18,19.86,142.58,3.99
arroz,163.57,23.04,3768.29,3.14
morango,102.89,21.06,2167.0,6.26
arroz,109.69,13.84,1518.42,12.68
batata,171.34,22.02,3772.69,11.65
alface,171.8,12.94,2223.54,7.35
soja,134.98,20.75,2801.43,15.5
arroz,167.89,8.7,1460.43,6.82
cenoura,181.01,15.82,2863.74,9.28
melancia,28.38,11.9,337.63,7.79
abacaxi,121.63,16.71,2032.69,4.7
abobrinha,102.41,8.77,898.33,6.81
soja,48.07,22.98,1104.76,11.66
abobrinha,162.93,10.47,1705.17,7.22
melancia,111.37,17.56,1956.21,15.09
cenoura,112.07,20.86,2337.55,11.37
tomate,1.22,12.82,15.64,3.65
melão,104.46,21.19,2213.09,13.41
feijão,45.44,17.19,781.27,7.48
trigo,40.64,8.3,337.47,2.72
feijão,25.57,6.82,174.45,6.3
pimentão,54.76,10.86,594.68,7.84
milho,30.82,20.64,636.22,12.07
abacaxi,153.73,9.36,1438.99,5.53
milho,73.17,5.78,422.76,3.59
tomate,127.2,18.56,2360.46,5.96
morango,25.46,14.28,363.46,12.13
milho,11.49,16.81,193.27,15.37
batata,144.33,21.4,3089.19,14.65
soja,199.24,19.54,3892.23,13.2
abobrinha,65.71,12.78,839.8,12.22
feijão,154.78,20.79,3217.63,19.04
abobrinha,137.48,17.06,2346.1,15.2
abacaxi,58.67,9.43,553.0,7.52
milho,142.38,9.98,1420.63,4.93
batata,157.72,23.62,3726.08,4.54
trigo,8.99,5.67,50.93,2.64
melancia,38.35,5.75,220.48,3.31
morango,112.41,19.86,2232.16,8.9
trigo,87.14,12.75,1110.87,5.48
melancia,94.87,10.96,1040.1,5.5
alface,106.34,5.46,580.89,3.31
soja,187.47,9.84,1844.38,4.86
alface,192.11,17.61,3382.63,12.44
abobrinha,29.74,24.97,742.62,20.08
melão,73.86,19.54,1443.51,15.9
pimentão,189.99,5.83,1106.91,3.31
tomate,27.83,18.61,517.79,2.1
abobrinha,153.19,6.7,1026.5,6.04
pimentão,98.91,13.44,1329.44,3.81
pimentão,93.38,19.64,1834.27,3.88
milho,142.51,7.81,1112.41,2.97
batata,194.16,15.05,2922.92,13.9
milho,46.97,21.61,1014.93,6.4
alface,28.48,21.98,625.8,19.85
feijão,56.71,24.74,1402.95,13.47
melão,125.87,7.87,991.05,2.81
cenoura,49.21,7.91,389.04,5.44
batata,22.22,5.59,124.3,4.24
abobrinha,30.18,13.36,403.11,10.46
arroz,174.59,14.79,2581.53,7.73
cenoura,51.69,9.84,508.68,6.71
melancia,9.0,16.57,149.18,7.4
abobrinha,34.18,11.8,403.23,4.51
alface,46.05,14.75,679.16,3.04
melancia,112.71,21.69,2444.68,18.59
milho,150.27,17.03,2559.4,2.77
melão,163.4,7.39,1206.93,2.13
melão,136.12,21.2,2886.25,9.17
pimentão,128.42,21.64,2779.35,14.94
trigo,180.08,20.41,3675.19,4.41
melão,71.99,7.03,506.33,3.3
abobrinha,48.95,14.71,720.0,7.11
pimentão,79.94,20.57,1644.02,11.26
melão,135.51,15.96,2162.05,13.95
cenoura,121.25,16.12,1955.05,11.23
tomate,161.5,17.83,2879.27,15.56
cenoura,63.47,10.04,637.25,7.86
alface,73.02,11.84,864.88,4.75
abobrinha,3.82,22.06,84.3,10.79
trigo,52.59,5.98,314.67,4.06
arroz,119.48,7.49,895.16,3.25
trigo,129.03,11.86,1529.86,5.65
trigo,166.36,21.02,3496.96,5.53
milho,8.2,22.3,182.89,13.08
batata,72.61,11.51,835.58,3.48
feijão,156.73,20.95,3283.61,19.86
cenoura,20.56,23.98,493.02,9.01
abobrinha,182.87,23.74,4341.57,3.16
cenoura,13.88,11.96,165.96,11.42
milho,102.51,17.74,1818.32,15.31
tomate,89.24,14.61,1304.08,13.01
morango,81.72,22.63,1849.41,4.19
arroz,128.56,12.92,1660.93,11.98
trigo,143.79,10.52,1512.94,4.27
trigo,121.42,23.52,2855.37,19.12
tomate,188.15,5.01,941.83,3.78
cenoura,88.85,11.89,1056.41,7.01
melão,198.46,20.82,4131.33,20.2
melancia,68.2,22.91,1562.33,21.43
cenoura,79.05,20.49,1619.99,12.11
trigo,66.03,17.92,1183.42,10.32
tomate,81.47,15.72,1280.93,3.73
milho,165.4,6.44,1064.74,2.59
melancia,85.47,11.6,991.35,3.16
tomate,29.78,20.09,598.42,2.31
tomate,15.1,24.15,364.62,23.6
abobrinha,12.66,9.99,126.43,4.99
cenoura,15.51,24.71,383.38,8.6
alface,2.25,12.61,28.34,4.92
arroz,59.35,23.49,1394.18,6.75
trigo,57.99,23.76,1377.62,23.23
milho,141.66,11.94,1691.53,8.9
morango,162.17,16.63,2696.14,9.91
cenoura,160.29,19.06,3054.51,15.4
arroz,81.58,11.45,934.4,7.57
tomate,44.78,9.64,431.7,4.64
milho,183.06,24.82,4543.53,4.18
trigo,73.23,6.56,480.48,4.5
morango,134.92,8.42,1136.09,6.27
cenoura,127.91,14.65,1873.57,10.08
melão,161.62,22.59,3650.85,15.34
morango,199.37,14.12,2815.56,12.59
tomate,87.8,8.32,730.37,2.49
soja,61.81,23.12,1429.14,18.3
batata,24.98,21.9,547.08,7.5
melão,148.47,20.51,3044.83,14.76
morango,15.4,19.7,303.42,3.84
feijão,164.31,21.81,3583.64,17.39
melancia,83.0,9.23,766.44,7.76
milho,139.3,18.54,2582.58,15.07
feijão,148.68,11.87,1764.9,8.56
melancia,134.68,21.92,2951.88,6.13
trigo,190.55,5.34,1016.93,2.03
milho,87.93,21.91,1926.92,15.07
arroz,90.8,13.24,1201.83,6.14
morango,196.06,20.7,4057.78,2.38
tomate,146.39,12.7,1858.7,9.04
melancia,80.71,12.26,989.7,5.74
melão,133.21,22.5,2996.8,6.58
feijão,55.01,9.55,525.47,4.69
melão,33.42,17.25,576.36,15.51
arroz,14.49,11.12,161.13,2.02
trigo,49.93,5.11,255.01,4.12
melão,70.41,12.31,866.51,4.57
soja,24.28,8.25,200.36,4.15
melancia,191.91,16.41,3149.88,11.13
melancia,106.98,17.38,1859.33,15.48
tomate,57.83,13.02,753.19,5.99
tomate,128.7,12.09,1555.91,10.83
cenoura,34.19,17.09,584.29,4.94
feijão,80.25,11.17,896.49,3.51
tomate,37.33,23.09,861.99,6.17
feijão,114.52,9.84,1127.15,4.27
arroz,54.78,19.96,1093.23,9.3
morango,81.41,10.19,829.5,3.53
soja,16.58,16.96,281.27,12.57
arroz,37.12,19.74,732.95,17.69
milho,89.48,11.39,1018.99,7.17
pimentão,163.93,22.2,3638.73,11.93
milho,34.09,15.38,524.12,8.71
cenoura,173.95,8.47,1472.74,2.24
tomate,47.26,16.45,777.48,13.03
cenoura,7.92,10.3,81.54,6.35
pimentão,95.42,12.7,1211.41,5.14
arroz,195.17,6.44,1257.61,4.68
tomate,134.55,24.32,3271.73,17.5
pimentão,14.99,14.95,224.09,4.3
tomate,191.99,19.01,3649.28,10.52
pimentão,23.23,9.21,213.96,3.06
melão,117.66,24.91,2930.42,11.43
alface,57.17,13.41,766.65,3.28
melancia,52.16,24.38,1271.67,23.34
morango,154.22,23.81,3671.69,11.58
cenoura,79.88,20.27,1618.95,9.44
melão,193.73,14.07,2725.36,13.39
tomate,128.19,10.99,1409.37,3.13
soja,11.76,18.32,215.51,5.7
abobrinha,124.84,11.8,1473.26,10.45
arroz,58.63,21.55,1263.67,13.78
tomate,35.95,21.24,763.68,20.73
morango,30.87,23.46,724.33,11.4
cenoura,93.21,23.29,2171.01,22.5
milho,68.81,10.66,733.65,7.08
morango,94.18,11.49,1081.8,7.14
feijão,138.83,23.73,3294.09,20.6
abobrinha,172.26,16.1,2773.11,10.17
